ID,Year_Birth,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Education,Marital_Status,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,NumAcceptedCmp
194,1965.0,48006.0,1.0,1.0,1.402272e+18,55.0,23.0,0.0,11.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,6.0,Graduation,Married,0,0,0,0,0,0,0,0
3645,1972.0,27213.0,1.0,0.0,1.3462848e+18,19.0,19.0,3.0,26.0,10.0,9.0,3.0,3.0,2.0,0.0,4.0,8.0,PhD,Single,0,0,0,0,0,0,1,0
8890,1971.0,65808.0,1.0,1.0,1.401408e+18,1.0,155.0,7.0,80.0,13.0,7.0,10.0,3.0,5.0,1.0,5.0,6.0,PhD,Divorced,0,0,0,0,0,0,0,0
5049,1974.0,30351.0,1.0,0.0,1.3704768e+18,19.0,14.0,0.0,24.0,3.0,3.0,2.0,1.0,3.0,0.0,2.0,9.0,PhD,Together,0,0,0,0,0,0,0,0
9973,1963.0,50437.0,0.0,2.0,1.350432e+18,28.0,370.0,9.0,92.0,6.0,9.0,4.0,3.0,7.0,1.0,8.0,7.0,Graduation,Married,0,0,0,0,0,0,0,0
7301,1982.0,23616.0,1.0,0.0,1.3531104e+18,76.0,4.0,22.0,11.0,3.0,7.0,32.0,2.0,3.0,0.0,3.0,8.0,2n Cycle,Single,0,0,0,0,0,0,1,0
10882,1976.0,53858.0,0.0,1.0,1.3524192e+18,50.0,407.0,53.0,221.0,58.0,23.4,26.0,4.0,4.0,3.0,6.0,4.0,Graduation,Married,0,0,0,0,0,0,0,0
7030,1955.0,66465.0,0.0,1.0,1.3646016e+18,1.0,1200.0,0.0,204.0,38.0,29.0,14.0,3.0,11.0,9.0,12.0,6.0,PhD,Married,0,0,0,1,0,0,0,1
7422,1987.0,46923.0,1.0,0.0,1.3455936e+18,90.0,85.0,44.0,54.0,102.0,78.0,6.0,3.0,5.0,1.0,7.0,7.0,Graduation,Single,0,0,0,0,0,0,0,0
3523,1962.0,75072.0,0.0,1.0,1.3588992e+18,83.0,583.0,34.0,309.0,0.0,22.0,125.0,2.0,5.0,4.0,8.0,3.0,Graduation,Together,0,0,0,0,0,0,0,0
7106,1943.0,75865.0,0.0,0.0,1.396224e+18,73.0,483.0,0.0,181.6,42.2,0.0,12.0,1.0,3.0,5.0,10.0,1.0,PhD,Married,0,0,0,0,0,0,0,0
6504,1975.0,19789.0,1.0,0.0,1.3849056e+18,24.0,2.0,5.0,9.0,28.0,6.0,28.0,3.0,2.0,1.0,3.0,5.0,2n Cycle,Together,1,0,0,0,0,0,0,1
5067,1994.0,80134.0,0.0,0.0,1.392336e+18,11.0,966.0,26.0,282.0,52.0,26.0,26.0,1.0,2.0,7.0,11.0,5.0,Graduation,Together,0,1,1,1,1,0,0,4
4216,1981.0,91065.0,0.0,0.0,1.3614912e+18,33.0,822.0,27.8,108.0,46.6,34.4,114.0,1.0,7.0,9.0,9.0,3.0,Graduation,Single,0,0,1,1,0,0,1,2
8581,1971.0,49505.0,1.0,1.0,1.3624416e+18,4.0,604.0,0.0,100.0,19.0,0.0,28.0,0.8,10.0,2.0,8.0,8.0,Master,Married,0,0,0,0,0,0,0,0
5929,1973.0,37401.0,1.0,0.0,1.3993344e+18,14.0,19.0,3.0,19.0,3.0,1.0,3.0,2.0,2.0,0.0,3.0,7.0,PhD,Married,0,0,0,0,0,0,0,0
3129,1983.0,30096.0,1.0,0.0,1.4007168e+18,30.0,5.0,3.0,11.0,12.0,5.0,9.0,1.0,2.0,0.0,3.0,6.0,Graduation,Married,0,0,0,0,0,0,0,0
6528,1982.0,18492.0,1.0,0.0,1.4019264e+18,75.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,8.0,Master,Together,0,0,0,0,0,0,0,0
1361,1974.0,82584.0,0.0,0.0,1.370304e+18,26.0,1076.0,68.0,103.0,29.0,15.0,68.0,1.0,3.0,4.0,8.0,1.0,Master,Married,0,1,1,0,0,0,1,2
6932,1941.0,93027.0,0.0,0.0,1.3658112e+18,77.0,83.2,42.0,61.8,55.0,0.0,21.0,0.0,7.0,10.0,5.0,2.0,PhD,Married,0,0,1,0,0,0,0,1
7284,1953.0,48686.0,1.0,2.0,1.3861152e+18,8.0,10.0,0.0,7.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,8.0,Graduation,Married,0,0,0,0,0,0,0,0
1340,1986.0,92910.0,0.0,0.0,1.3982976e+18,42.0,551.0,10.8,110.6,16.8,20.6,33.0,1.0,6.0,7.0,13.0,1.0,Graduation,Married,0,1,1,1,0,0,0,3
8746,1989.0,75433.0,1.0,0.0,1.396656e+18,28.0,800.0,0.0,297.0,0.0,34.0,57.0,2.0,2.0,5.0,10.0,6.0,Graduation,Married,0,1,0,1,0,0,0,2
5987,1989.0,10404.0,1.0,0.0,1.3991616e+18,52.0,2.0,2.0,11.0,10.0,6.0,12.0,2.0,1.0,0.0,4.0,5.0,2n Cycle,Together,0,0,0,0,0,0,0,0
3767,1968.0,61314.0,0.0,1.0,1.366848e+18,1.0,378.0,0.0,189.0,97.0,8.2,51.6,2.0,5.0,5.0,12.0,3.0,Graduation,Married,0,0,0,0,0,0,0,0
3725,1961.0,84865.0,0.0,0.0,1.3680576e+18,1.0,188.6,16.0,349.0,43.0,16.0,16.0,1.0,2.0,4.0,9.0,4.0,PhD,Single,0,1,1,1,1,0,1,4
4324,1989.0,42387.0,1.0,0.0,1.3514688e+18,42.0,235.0,0.0,235.0,19.0,4.0,29.2,5.0,8.0,1.0,7.0,8.0,Graduation,Married,0,0,0,0,0,0,0,0
238,1967.0,67309.0,1.0,1.0,1.3588992e+18,76.0,515.0,47.0,181.0,14.4,21.8,95.0,2.8,9.0,6.0,9.0,7.0,2n Cycle,Together,0,0,0,0,0,0,0,0
6694,1964.0,75236.0,0.0,1.0,1.3853376e+18,27.0,438.0,66.0,400.0,12.0,38.0,114.0,1.0,8.0,3.0,13.0,4.0,Graduation,Married,0,0,0,0,0,0,0,0
498,1970.0,30015.0,1.0,0.0,1.3912992e+18,28.0,25.0,0.0,22.0,2.0,3.0,5.0,2.0,1.0,0.0,4.0,5.0,Graduation,Single,0,0,0,0,0,0,0,0
9347,1956.0,50943.0,0.0,1.0,1.3717728e+18,49.0,31.0,0.0,7.0,2.0,0.0,6.0,1.0,1.0,0.0,3.0,5.0,Master,Together,0,0,0,0,0,0,0,0
9699,1966.0,67272.0,0.0,1.0,1.387584e+18,12.0,357.0,35.0,271.0,28.0,28.0,14.0,3.0,6.0,2.0,12.0,5.0,Graduation,Divorced,0,0,0,0,0,0,0,0
10664,1949.0,51529.0,0.0,1.0,1.378512e+18,14.0,400.0,4.0,35.0,6.0,0.0,22.0,2.0,9.0,1.0,5.0,8.0,Master,Widow,0,0,0,0,0,0,0,0
5455,1971.0,32011.0,1.0,0.0,1.3771296e+18,89.0,99.0,0.0,15.0,2.0,1.0,5.0,3.0,2.0,1.0,4.0,7.0,PhD,Married,0,0,0,0,0,0,0,0
456,1986.0,7500.0,1.0,0.0,1.3601952e+18,96.0,1.0,11.0,5.0,4.0,6.0,9.0,2.0,2.0,0.0,3.0,8.0,2n Cycle,Married,0,0,0,0,0,0,0,0
5012,1989.0,28691.0,1.0,0.0,1.372896e+18,56.0,5.0,4.0,13.0,8.0,0.0,4.0,1.0,1.0,0.0,3.0,8.0,Graduation,Married,0,0,0,0,0,0,0,0
7495,1948.0,56223.0,0.0,1.0,1.3874976e+18,72.0,77.0,28.0,31.0,16.0,0.0,4.0,2.0,2.0,1.0,5.0,4.0,PhD,Married,0,0,0,0,0,0,0,0
5029,1946.0,18100.0,0.0,0.0,1.3757472e+18,14.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,3.0,5.0,Graduation,Married,0,0,0,0,0,0,0,0
10642,1989.0,30279.0,1.0,0.0,1.3568256e+18,13.0,10.0,4.0,14.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,8.0,Graduation,Single,0,0,0,0,0,0,0,0
2106,1974.0,20130.0,0.0,0.0,1.3950144e+18,99.0,0.0,6.0,3.0,7.0,6.0,12.0,1.0,1.0,0.0,3.0,8.0,2n Cycle,Married,0,0,0,0,0,0,0,0
10364,1959.0,23295.0,0.0,0.0,1.3736736e+18,72.0,0.0,0.0,1.0,2.0,12.0,5.0,1.0,1.0,0.0,2.0,8.0,Graduation,Divorced,0,0,0,0,0,0,0,0
5954,1972.0,42618.0,1.0,0.0,1.3812768e+18,92.0,76.0,14.0,74.0,13.0,5.0,10.0,2.0,5.0,0.0,4.0,8.0,Master,Divorced,0,0,0,0,0,0,0,0
1137,1964.0,81246.0,0.0,0.0,1.3882752e+18,87.0,398.0,2.2,537.0,61.0,8.2,37.0,1.0,4.0,5.0,7.0,1.0,Graduation,Single,1,0,0,1,0,0,0,2
2541,1976.0,24027.0,1.0,0.0,1.370736e+18,7.0,14.0,7.0,11.0,11.0,0.0,5.0,2.0,2.0,0.0,3.0,8.0,Graduation,Married,0,0,0,0,0,0,0,0
1142,1953.0,55707.0,0.0,1.0,1.3876704e+18,91.0,208.0,7.0,82.0,30.0,66.0,35.0,2.0,3.0,2.0,9.0,3.0,PhD,Married,0,0,0,0,0,0,0,0
2276,1955.0,57959.0,0.0,1.0,1.3674528e+18,71.0,430.0,16.0,322.0,43.0,24.0,33.0,5.0,4.0,7.0,11.0,3.0,Graduation,Single,0,0,0,0,0,0,0,0
2807,1969.0,56796.0,0.0,1.0,1.3609728e+18,24.0,656.0,38.0,161.0,62.0,47.0,37.0,3.0,8.0,9.0,7.0,7.0,Graduation,Married,0,0,0,0,0,0,0,0
6471,1971.0,36230.0,1.0,0.0,1.381968e+18,17.0,14.0,2.0,30.0,8.0,2.0,3.0,1.0,2.0,0.0,4.0,5.0,Master,Single,0,0,0,0,0,0,0,0
6131,1980.0,70829.0,1.0,1.0,1.385856e+18,87.0,141.0,70.0,106.0,72.0,19.0,23.0,2.0,4.0,2.0,8.0,3.0,2n Cycle,Married,0,0,0,0,0,0,0,0
6233,1976.0,65991.0,0.0,1.0,1.346976e+18,21.0,507.0,19.0,364.0,25.0,47.0,9.0,3.0,9.0,5.0,10.0,7.0,Graduation,Married,0,0,0,0,0,0,0,0
4148,1972.0,38988.0,1.0,2.0,1.3454208e+18,90.0,164.0,24.0,103.0,12.0,3.0,42.0,2.2,5.0,1.0,6.0,8.0,Graduation,Married,0,0,0,0,0,0,0,0
4947,1966.0,89572.0,0.0,0.0,1.3476672e+18,44.0,606.0,24.0,72.0,31.2,25.8,64.0,1.0,7.0,7.0,9.0,4.0,2n Cycle,Single,0,1,0,1,0,0,1,2
3225,1984.0,42207.0,1.0,0.0,1.3647744e+18,71.0,116.0,11.0,72.0,3.0,17.0,46.0,4.0,4.0,1.0,5.0,6.0,Master,Married,1,0,0,0,0,0,1,1
7540,1952.0,50300.0,0.0,1.0,1.400976e+18,52.0,143.0,15.0,60.0,24.0,23.0,5.0,2.0,2.0,1.0,8.0,2.0,Graduation,Married,0,0,0,0,0,0,0,0
10648,1982.0,66664.0,0.0,0.0,1.3485312e+18,78.0,398.0,14.6,447.0,38.2,17.0,32.0,1.0,5.0,7.0,6.0,3.0,2n Cycle,Together,0,0,0,0,0,0,0,0
1992,1964.0,60597.0,0.0,1.0,1.3885344e+18,2.0,522.0,0.0,257.0,32.0,16.0,66.0,4.0,2.0,2.0,8.0,7.0,Graduation,Married,0,0,0,1,0,0,1,1
7851,1949.0,70165.0,0.0,0.0,1.379808e+18,60.0,161.0,0.0,253.0,3.4,2.4,122.0,1.0,3.0,7.0,11.0,1.0,Graduation,Widow,0,0,0,0,0,0,0,0
8594,1958.0,50520.0,0.0,1.0,1.3908672e+18,25.0,112.0,0.0,6.0,2.0,1.0,14.0,2.0,3.0,1.0,3.0,6.0,PhD,Widow,0,0,0,0,0,0,0,0
7059,1963.0,80124.0,0.0,0.0,1.4037408e+18,47.0,483.0,19.4,398.0,5.4,21.2,23.8,1.0,3.0,7.0,8.0,1.0,Graduation,Married,1,0,0,0,0,0,0,1
2815,1975.0,33183.0,1.0,0.0,1.3932e+18,46.0,7.0,5.0,39.0,17.0,15.0,37.0,2.0,4.0,0.0,3.0,7.0,Graduation,Married,0,0,0,0,0,0,0,0
2416,1969.0,66582.0,0.0,0.0,1.3938048e+18,83.0,789.0,25.0,420.0,16.0,38.0,0.0,1.0,2.0,8.0,9.0,1.0,PhD,Single,0,0,0,0,0,0,0,0
7999,1955.0,75261.0,0.0,0.0,1.3666752e+18,17.0,107.2,17.0,413.0,23.0,34.0,17.0,1.0,5.0,6.0,5.0,2.0,PhD,Together,0,1,1,0,0,0,1,2
9213,1970.0,31880.0,1.0,0.0,1.3516416e+18,13.0,4.0,1.0,5.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,8.0,Graduation,Widow,0,0,0,0,0,0,0,0
9697,1951.0,53790.0,0.0,2.0,1.394064e+18,86.0,335.0,42.0,127.0,28.0,5.0,5.0,3.0,7.0,2.0,8.0,6.0,Graduation,Married,0,0,0,0,0,0,0,0
3916,1971.0,49269.0,1.0,0.0,1.3449888e+18,92.0,639.0,8.0,166.0,11.0,8.0,58.0,3.0,7.0,3.0,12.0,7.0,PhD,Together,0,0,0,0,0,0,0,0
2021,1975.0,61456.0,0.0,1.0,1.3643424e+18,47.0,563.0,76.0,384.0,84.0,11.6,89.0,4.0,6.0,10.0,13.0,4.0,Graduation,Married,0,0,0,0,0,0,0,0
1581,1980.0,37406.0,1.0,0.0,1.3813632e+18,18.0,2.0,0.0,8.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,8.0,Graduation,Married,0,0,0,0,0,0,1,0
564,1981.0,56937.0,1.0,0.0,1.3440384e+18,81.0,746.0,8.0,125.0,11.0,8.0,8.0,2.4,8.0,6.0,9.0,6.0,PhD,Together,0,1,0,0,0,0,1,1
6619,1978.0,38415.0,1.0,1.0,1.3570848e+18,91.0,22.0,1.0,13.0,4.0,0.0,4.0,2.0,1.0,0.0,3.0,7.0,Graduation,Married,0,0,0,0,0,0,0,0
9081,1988.0,20518.0,1.0,0.0,1.4003712e+18,58.0,4.0,1.0,6.0,4.0,1.0,9.0,1.0,1.0,1.0,2.0,5.0,Graduation,Single,0,0,0,0,0,0,0,0
178,1956.0,62503.0,0.0,1.0,1.3611456e+18,40.0,478.0,0.0,193.0,110.0,75.0,117.0,4.0,8.0,3.0,11.0,5.0,Graduation,Married,0,0,0,0,0,0,0,0
916,1972.0,41644.0,1.0,1.0,1.3995936e+18,67.0,20.0,3.0,4.0,2.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,PhD,Single,0,0,0,0,0,0,0,0
5512,1977.0,55842.0,0.0,1.0,1.4008032e+18,19.0,451.0,0.0,39.0,0.0,4.0,24.0,1.0,7.0,1.0,8.0,5.0,Master,Married,0,0,0,0,0,0,0,0
8970,1972.0,62010.0,0.0,1.0,1.3509504e+18,93.0,371.0,22.0,39.0,6.0,0.0,92.0,4.0,6.0,2.0,7.0,5.0,PhD,Married,0,0,0,0,0,0,0,0
10581,1977.0,41124.0,1.0,0.0,1.3516416e+18,41.0,281.0,7.0,84.0,15.0,0.0,119.0,2.2,7.0,3.0,4.0,8.0,Graduation,Married,0,0,0,0,0,0,0,0
5300,1973.0,38961.0,1.0,0.0,1.3883616e+18,60.0,19.0,7.0,19.0,0.0,1.0,24.0,1.0,2.0,1.0,2.0,7.0,Master,Married,0,0,0,0,0,0,0,0
5154,1972.0,37760.0,1.0,0.0,1.3761792e+18,54.0,26.0,3.0,13.0,2.0,10.0,0.0,1.0,2.0,0.0,3.0,6.0,Master,Divorced,0,0,0,0,0,0,0,0
8346,1974.0,32233.0,1.0,0.0,1.3453344e+18,26.0,138.0,15.0,35.0,25.0,11.0,72.0,2.0,6.0,2.0,2.0,9.0,Graduation,Single,1,0,0,0,0,0,1,1
1676,1975.0,43057.0,0.0,1.0,1.3830912e+18,30.0,213.0,2.0,44.0,0.0,2.0,5.0,4.0,4.0,2.0,5.0,5.0,Graduation,Married,0,0,0,0,0,0,0,0
9286,1960.0,83151.0,0.0,0.0,1.3498272e+18,93.0,407.0,28.0,100.0,120.0,74.0,18.0,1.0,5.0,9.0,4.0,3.0,Master,Together,0,0,0,0,0,0,0,0
2426,1964.0,78825.0,0.0,0.0,1.3475808e+18,35.0,483.0,74.0,114.0,30.4,37.0,18.0,1.0,5.0,10.0,13.0,3.0,PhD,Divorced,0,0,0,0,0,0,1,0
5172,1976.0,65104.0,0.0,1.0,1.3843872e+18,4.0,738.0,0.0,232.0,13.0,20.0,50.0,2.0,3.0,5.0,7.0,7.0,Master,Together,0,0,0,0,0,0,0,0
5562,1974.0,60093.0,0.0,1.0,1.3722048e+18,92.0,502.0,12.0,109.0,16.0,6.0,90.0,2.0,7.0,2.0,10.0,6.0,Graduation,Married,0,0,0,0,0,0,0,0
3436,1969.0,14045.0,1.0,0.0,1.3906944e+18,24.0,11.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,7.0,Graduation,Married,0,0,0,0,0,0,0,0
3921,1952.0,28457.0,0.0,0.0,1.3513824e+18,96.0,24.0,1.0,108.0,29.0,29.0,14.0,1.0,4.0,1.0,4.0,8.0,2n Cycle,Widow,0,0,0,0,0,0,0,0
3403,1958.0,78952.0,0.0,1.0,1.3484448e+18,11.0,1170.0,19.0,327.0,99.0,76.0,50.4,2.0,2.0,5.0,12.0,6.0,PhD,Together,0,0,0,0,0,0,0,0
22,1976.0,46310.0,1.0,0.0,1.3544928e+18,99.0,185.0,2.0,88.0,15.0,5.0,14.0,2.0,6.0,1.0,5.0,8.0,Graduation,Divorced,0,0,0,0,0,0,0,0
10965,1955.0,76005.0,0.0,0.0,1.3614912e+18,72.0,983.0,20.0,389.0,46.6,50.0,40.0,1.0,3.0,5.0,13.0,6.0,Graduation,Together,0,0,0,1,0,0,0,1
9426,1964.0,58308.0,0.0,1.0,1.3579488e+18,77.0,691.0,0.0,69.0,10.0,0.0,18.6,4.0,2.0,6.0,3.0,8.0,Master,Single,0,0,0,0,0,0,0,0
6605,1944.0,55614.0,0.0,0.0,1.3855104e+18,85.0,504.0,13.0,131.0,8.0,0.0,26.0,1.0,9.0,4.0,6.0,7.0,PhD,Divorced,0,1,0,0,0,0,0,1
3136,1962.0,59432.0,0.0,1.0,1.3658112e+18,88.0,317.0,25.0,265.0,25.0,19.0,12.0,3.0,5.0,3.0,11.0,5.0,Master,Divorced,0,0,0,0,0,0,0,0
8737,1978.0,55563.0,0.0,1.0,1.396656e+18,22.0,29.0,1.0,9.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,Graduation,Divorced,0,0,0,0,0,0,0,0
11088,1971.0,78642.0,0.0,1.0,1.3665024e+18,83.0,474.4,0.0,322.0,46.0,35.0,17.0,1.0,4.0,9.0,4.0,6.0,PhD,Together,0,0,0,0,0,0,0,0
716,1949.0,67911.0,0.0,1.0,1.4007168e+18,63.0,529.0,0.0,356.0,63.0,28.0,0.0,3.0,6.0,7.0,11.0,3.0,PhD,Together,0,0,0,0,0,0,0,0
466,1944.0,65275.0,0.0,0.0,1.3649472e+18,9.0,388.0,14.0,218.0,91.0,14.0,21.0,1.0,4.0,3.0,13.0,2.0,Graduation,Married,0,0,0,0,0,0,0,0
9135,1950.0,27203.0,1.0,1.0,1.3442112e+18,92.0,13.0,2.0,21.0,4.0,0.0,24.0,2.0,1.0,1.0,2.0,8.0,Graduation,Together,0,0,0,0,0,0,0,0
10623,1961.0,48330.0,0.0,1.0,1.3844736e+18,2.0,28.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,Master,Together,0,0,0,0,0,0,0,0
8151,1990.0,24279.0,0.0,0.0,1.3567392e+18,6.0,16.0,36.0,21.0,20.0,62.0,108.0,1.0,4.0,1.0,3.0,8.0,Basic,Married,0,0,0,0,0,0,0,0
5140,1985.0,64355.0,1.0,0.0,1.3457664e+18,66.0,1047.0,0.0,140.0,67.0,38.0,33.0,2.0,4.0,3.0,12.0,8.0,PhD,Married,0,0,0,0,0,0,0,0
10160,1956.0,50943.0,0.0,1.0,1.3717728e+18,49.0,31.0,0.0,7.0,2.0,0.0,6.0,1.0,1.0,0.0,3.0,5.0,Master,Together,0,0,0,0,0,0,0,0
4945,1953.0,53653.0,0.0,0.0,1.3522464e+18,29.0,815.0,10.0,239.0,28.0,10.0,108.0,2.0,10.0,4.0,12.0,6.0,Graduation,Widow,0,0,0,0,0,0,0,0
10584,1976.0,65665.0,0.0,1.0,1.3859424e+18,77.0,225.0,25.0,387.0,106.0,36.0,29.0,1.0,5.0,10.0,8.0,3.0,Graduation,Married,0,0,0,0,0,0,0,0
6071,1989.0,81217.0,0.0,0.0,1.374192e+18,77.0,493.0,70.0,324.0,25.8,40.0,84.0,1.0,3.0,7.0,11.0,1.0,Graduation,Single,0,0,0,0,0,0,0,0
3386,1992.0,34935.0,0.0,0.0,1.3717728e+18,71.0,34.0,4.0,66.0,3.0,10.0,20.0,1.0,2.0,1.0,4.0,7.0,Graduation,Married,0,0,0,0,0,0,0,0
8939,1959.0,61250.0,0.0,1.0,1.355616e+18,49.0,382.0,28.2,65.0,60.0,26.0,59.0,6.0,5.0,2.0,12.0,5.0,Graduation,Divorced,0,0,0,0,0,0,0,0
9925,1981.0,39665.0,1.0,0.0,1.36944e+18,97.0,127.0,1.0,56.0,0.0,1.0,31.0,3.0,4.0,2.0,3.0,7.0,PhD,Together,1,0,0,0,0,0,0,1
4320,1979.0,60152.0,0.0,1.0,1.3644288e+18,6.0,325.0,19.4,300.0,86.0,58.0,91.0,1.0,6.0,4.0,12.0,3.0,Graduation,Single,0,0,0,0,0,0,0,0
5389,1964.0,48920.0,0.0,2.0,1.3822272e+18,93.0,238.0,17.0,68.0,8.0,10.0,6.0,3.0,6.0,2.0,5.0,7.0,Graduation,Married,0,1,0,0,0,0,0,1
6036,1959.0,89120.0,0.0,0.0,1.3950144e+18,78.0,1168.0,2.4,408.0,72.0,8.8,55.0,1.0,5.0,6.0,7.0,1.0,Master,Together,0,0,1,0,0,0,0,1
182,1946.0,44124.0,0.0,1.0,1.3682304e+18,62.0,284.0,0.0,55.0,0.0,6.0,52.0,4.0,6.0,2.0,5.0,8.0,PhD,Together,0,0,0,0,0,0,0,0
203,1975.0,81169.0,0.0,0.0,1.3658976e+18,47.0,85.6,20.0,62.0,80.0,61.0,27.0,1.0,5.0,7.0,9.0,2.0,Master,Single,0,0,0,0,0,0,0,0
11025,1961.0,36443.0,1.0,1.0,1.3598496e+18,9.0,65.0,0.0,46.0,4.0,3.0,20.0,4.0,3.0,1.0,3.0,8.0,Graduation,Married,0,0,0,0,0,0,0,0
10203,1990.0,26095.0,1.0,0.0,1.3725504e+18,77.0,11.0,7.0,9.0,3.0,1.0,11.0,1.0,1.0,0.0,3.0,7.0,Graduation,Single,0,0,0,0,0,0,0,0
4607,1959.0,71367.0,0.0,0.0,1.377216e+18,24.0,227.0,23.0,389.0,42.0,21.0,75.0,1.0,4.0,5.0,7.0,2.0,Graduation,Together,0,0,0,0,0,0,0,0
3711,1944.0,80184.0,0.0,0.0,1.393632e+18,19.0,1035.0,17.8,96.2,25.0,38.0,0.0,1.0,6.0,3.0,10.0,3.0,Master,Married,0,0,1,1,0,0,0,2
3696,1965.0,30630.0,1.0,1.0,1.3907808e+18,67.0,27.0,1.0,12.0,2.0,0.0,10.0,2.0,2.0,0.0,3.0,7.0,Graduation,Divorced,0,0,0,0,0,0,0,0
2532,1987.0,73454.0,0.0,0.0,1.393632e+18,95.0,982.0,73.0,351.0,56.0,14.0,16.0,1.0,2.0,4.0,6.0,5.0,Master,Single,1,0,0,0,0,0,0,1
9214,1991.0,42691.0,0.0,0.0,1.3766112e+18,48.0,179.0,2.0,64.0,38.0,17.0,58.0,1.0,5.0,1.0,6.0,5.0,Graduation,Married,0,0,0,0,0,0,0,0
4943,1953.0,70503.0,0.0,0.0,1.3489632e+18,73.0,871.8,33.0,216.0,0.0,33.0,66.0,1.0,2.0,4.0,9.0,6.0,Graduation,Married,0,1,1,0,0,0,0,2
35,1987.0,25545.0,1.0,0.0,1.3470624e+18,35.0,32.0,1.0,64.0,16.0,12.0,85.0,3.0,2.0,2.0,3.0,6.0,Graduation,Married,0,0,0,0,0,0,1,0
2258,1986.0,32880.0,1.0,0.0,1.3545792e+18,76.0,8.0,4.0,15.0,7.0,6.0,2.0,1.0,1.0,0.0,3.0,8.0,Graduation,Married,0,0,0,0,0,0,0,0
4322,1958.0,77863.0,0.0,0.0,1.3855104e+18,20.0,881.0,38.0,319.0,16.0,25.0,12.0,1.0,4.0,5.0,10.0,2.0,PhD,Together,0,0,0,0,0,0,0,0
713,1977.0,50353.0,0.0,0.0,1.4021856e+18,72.0,141.0,15.0,153.0,67.0,31.0,35.0,1.0,4.0,4.0,6.0,3.0,Master,Married,0,0,0,0,0,0,0,0
4702,1964.0,61839.0,0.0,0.0,1.3447296e+18,20.0,1000.0,48.4,379.0,22.2,17.0,120.0,1.0,4.0,8.0,4.0,8.0,Graduation,Single,0,0,0,0,0,0,0,0
3281,1960.0,49154.0,1.0,1.0,1.3834368e+18,69.0,206.0,10.0,67.0,30.0,27.0,71.0,6.0,4.0,1.0,8.0,6.0,PhD,Married,0,0,0,0,0,0,0,0
702,1975.0,47682.0,0.0,1.0,1.3608864e+18,80.0,162.0,61.0,83.0,97.0,57.0,61.0,4.0,4.0,3.0,8.0,5.0,2n Cycle,Widow,0,0,0,0,0,0,0,0
2004,1969.0,72679.0,0.0,1.0,1.3794624e+18,65.0,619.0,54.0,260.0,32.8,54.0,54.0,1.0,4.0,7.0,5.0,1.0,Graduation,Single,0,0,0,0,0,0,0,0
4769,1977.0,57954.0,1.0,1.0,1.4030496e+18,52.0,456.0,4.0,24.0,0.0,0.0,9.0,2.2,8.0,2.0,6.0,7.0,Master,Together,0,1,0,0,0,0,0,1
4437,1962.0,65316.0,1.0,1.0,1.3667616e+18,65.0,112.0,6.0,92.0,3.0,9.0,38.0,2.0,3.0,2.0,5.0,4.0,Graduation,Married,0,0,0,0,0,0,0,0
8724,1982.0,28567.0,1.0,0.0,1.3714272e+18,57.0,11.0,3.0,22.0,2.0,2.0,6.0,2.0,2.0,0.0,3.0,6.0,Graduation,Single,0,0,0,0,0,0,0,0
10741,1951.0,47352.0,0.0,1.0,1.3656384e+18,70.0,172.0,12.0,112.0,8.0,0.0,15.0,4.0,6.0,1.0,5.0,7.0,Master,Together,0,0,0,0,0,0,0,0
1991,1967.0,44931.0,0.0,1.0,1.3900032e+18,0.0,78.0,0.0,11.0,0.0,0.0,7.0,1.0,2.0,1.0,3.0,5.0,Graduation,Together,0,0,0,0,0,0,0,0
6931,1967.0,76982.0,0.0,0.0,1.3924224e+18,19.0,464.0,11.2,292.0,65.0,60.0,30.0,1.0,8.0,3.0,4.0,4.0,Graduation,Divorced,0,0,1,0,0,0,1,1
11096,1952.0,57247.0,0.0,1.0,1.37592e+18,50.0,99.0,4.0,32.0,37.0,54.0,6.0,2.0,2.0,1.0,7.0,2.0,2n Cycle,Together,0,0,0,0,0,0,0,0
304,1981.0,22944.0,1.0,0.0,1.3877568e+18,67.0,19.0,3.0,19.0,4.0,5.0,26.0,3.0,3.0,0.0,3.0,7.0,Master,Single,0,0,0,0,0,0,0,0
